State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Uttarakhand,Nainital,2020-12-01,101.46,188.92,34.98,34.08,59.85,24.29,1.23,11.23,23.67,1.95,7.64,3.94,237,Poor,6.9,56.6,1.261,4.56,7.61,204.1
Uttarakhand,Nainital,2021-01-01,83.65,125.47,30.22,27.66,56.41,33.39,2.7,23.74,63.96,4.25,7.46,1.68,178,Moderate,7.7,49.5,1.369,5.14,7.57,206.2
Uttarakhand,Nainital,2021-02-01,76.96,163.67,8.71,18.92,46.26,16.94,2.38,7.51,28.28,4.85,10.71,1.03,155,Moderate,8.1,46.2,1.262,4.79,7.8,205.9
Uttarakhand,Nainital,2021-03-01,89.86,97.09,16.0,30.68,33.62,22.93,1.01,7.42,39.99,2.16,7.87,0.43,200,Moderate,6.1,57.5,1.001,3.88,7.62,206.4
Uttarakhand,Nainital,2021-04-01,72.22,121.61,24.07,26.28,33.23,16.68,1.86,15.85,43.85,3.91,8.46,2.94,139,Moderate,12.5,42.5,1.305,4.65,7.75,205.5
Uttarakhand,Nainital,2021-05-01,43.67,157.3,21.23,16.71,32.02,14.69,1.75,18.28,64.18,4.3,10.77,3.12,72,Satisfactory,7.9,42.5,0.941,4.84,7.47,206.5
Uttarakhand,Nainital,2021-06-01,32.02,78.23,13.76,13.3,11.55,17.4,1.09,10.27,24.07,1.02,2.39,1.36,53,Satisfactory,10.7,67.8,1.209,5.37,7.72,205.0
Uttarakhand,Nainital,2021-07-01,39.59,66.5,1.93,16.53,16.91,12.17,0.14,13.36,20.09,2.02,5.19,1.03,66,Satisfactory,22.7,84.3,1.283,5.31,7.72,204.8
Uttarakhand,Nainital,2021-08-01,25.34,63.95,8.61,20.25,8.84,6.32,0.68,10.07,9.54,2.23,4.45,1.07,42,Good,19.7,83.3,1.365,4.21,7.42,204.4
Uttarakhand,Nainital,2021-09-01,53.96,27.62,4.73,22.62,11.74,12.74,0.68,9.33,20.85,2.49,3.09,0.41,90,Satisfactory,9.1,78.5,1.174,4.73,7.66,207.2
Uttarakhand,Nainital,2021-10-01,63.1,145.34,14.24,27.75,18.04,14.79,0.71,5.64,26.2,3.72,7.34,1.89,108,Moderate,5.1,53.0,1.261,4.68,7.52,205.1
Uttarakhand,Nainital,2021-11-01,69.72,206.29,8.0,21.88,35.1,32.6,2.36,10.79,31.43,3.05,12.49,2.62,131,Moderate,5.7,56.4,1.434,4.13,7.76,205.4
Uttarakhand,Nainital,2021-12-01,109.07,221.87,33.25,54.27,39.63,15.1,2.38,11.85,53.55,2.13,5.35,0.82,263,Poor,5.1,60.5,1.228,4.87,7.58,206.2
Uttarakhand,Nainital,2022-01-01,112.81,204.91,36.64,27.52,58.97,28.28,1.76,15.69,67.64,4.34,6.55,1.69,275,Poor,6.0,63.8,1.089,4.43,7.82,207.7
Uttarakhand,Nainital,2022-02-01,92.53,133.87,27.3,50.43,48.9,22.17,1.16,18.31,45.27,4.32,4.1,0.83,206,Poor,5.9,55.9,1.205,5.15,7.98,207.4
Uttarakhand,Nainital,2022-03-01,55.05,165.25,15.92,34.87,36.87,14.4,1.52,7.44,50.86,2.81,7.26,1.81,92,Satisfactory,9.5,58.5,0.922,4.66,7.53,208.2
Uttarakhand,Nainital,2022-04-01,47.64,92.19,14.38,16.37,39.84,23.63,0.42,14.99,43.35,3.23,7.77,2.99,79,Satisfactory,9.0,29.2,1.131,5.35,7.88,208.4
Uttarakhand,Nainital,2022-05-01,85.68,157.49,16.97,39.21,13.56,14.23,1.67,3.74,35.62,2.48,8.41,1.89,185,Moderate,8.9,40.0,1.175,5.45,7.54,209.5
Uttarakhand,Nainital,2022-06-01,19.16,100.75,16.37,16.36,6.23,12.53,1.03,7.43,29.36,3.02,3.07,1.99,32,Good,16.7,74.0,1.466,4.4,7.8,207.3
Uttarakhand,Nainital,2022-07-01,54.29,94.48,8.58,10.28,22.88,7.5,1.26,8.03,12.85,2.27,2.09,0.71,90,Satisfactory,15.4,78.5,1.346,4.42,7.71,208.6
Uttarakhand,Nainital,2022-08-01,33.61,71.3,6.92,23.63,18.64,17.23,1.2,6.43,18.44,2.67,1.44,0.21,55,Satisfactory,14.6,90.6,1.363,4.66,7.8,207.5
Uttarakhand,Nainital,2022-09-01,48.95,80.99,19.41,20.21,16.2,15.25,1.04,13.81,7.93,1.75,2.37,1.15,81,Satisfactory,13.7,83.3,1.336,4.98,7.81,208.5
Uttarakhand,Nainital,2022-10-01,45.58,113.72,15.48,29.83,38.29,19.1,1.24,4.1,31.19,3.98,7.48,0.8,76,Satisfactory,8.9,61.1,1.453,4.55,7.99,208.3
Uttarakhand,Nainital,2022-11-01,115.63,213.41,7.86,44.91,15.71,16.32,1.11,21.14,33.39,3.58,12.16,2.52,285,Poor,8.2,67.8,0.981,5.36,7.71,208.3
Uttarakhand,Nainital,2022-12-01,61.66,109.03,9.7,59.51,57.64,17.31,2.77,23.62,53.3,5.0,4.75,1.54,103,Moderate,6.1,75.5,1.19,5.17,7.76,207.1
Uttarakhand,Nainital,2023-01-01,102.46,191.38,19.1,52.12,16.17,13.06,0.88,22.33,62.86,1.08,10.8,2.63,240,Poor,7.1,66.4,1.328,5.98,7.95,210.9
Uttarakhand,Nainital,2023-02-01,69.08,137.43,29.22,36.72,24.75,9.44,2.27,9.18,41.45,1.51,9.18,2.55,129,Moderate,6.9,64.9,1.102,4.86,7.95,210.3
Uttarakhand,Nainital,2023-03-01,80.35,79.33,12.51,41.14,40.11,27.83,1.26,15.78,45.08,2.26,9.96,2.7,167,Moderate,5.5,34.4,1.25,4.56,7.9,210.7
Uttarakhand,Nainital,2023-04-01,60.15,68.17,7.06,28.27,31.4,18.43,2.12,11.95,24.1,3.55,1.88,0.5,98,Satisfactory,13.7,41.9,1.261,4.73,7.97,210.6
Uttarakhand,Nainital,2023-05-01,39.96,112.5,9.26,28.48,27.48,23.92,1.31,15.84,34.03,1.63,3.08,1.35,66,Satisfactory,11.5,36.3,1.27,4.64,8.01,211.3
Uttarakhand,Nainital,2023-06-01,30.49,61.56,7.94,17.86,22.25,12.46,1.21,11.71,14.14,2.36,7.83,1.72,50,Good,16.5,59.0,1.251,5.32,8.17,208.9
Uttarakhand,Nainital,2023-07-01,18.64,29.56,10.61,17.27,12.25,5.11,0.56,9.41,20.88,1.33,5.28,0.97,31,Good,20.6,75.3,1.119,5.02,7.99,209.3
Uttarakhand,Nainital,2023-08-01,45.29,40.98,6.44,7.74,13.73,7.71,1.08,5.98,16.08,2.3,4.63,0.71,75,Satisfactory,18.7,79.5,1.453,5.22,8.1,211.7
Uttarakhand,Nainital,2023-09-01,39.48,59.07,1.77,29.15,8.81,4.83,0.31,15.28,24.34,1.04,3.06,0.69,65,Satisfactory,11.9,87.9,1.27,5.03,8.09,211.2
Uttarakhand,Nainital,2023-10-01,37.67,54.41,10.06,17.24,12.73,10.53,1.39,13.6,46.59,1.45,7.91,1.75,62,Satisfactory,7.6,61.8,1.114,5.26,8.09,211.1
Uttarakhand,Nainital,2023-11-01,72.71,110.26,22.09,35.85,51.21,13.03,1.11,26.19,55.77,3.79,6.18,1.98,141,Moderate,4.8,59.4,1.135,4.92,8.01,209.0
Uttarakhand,Nainital,2023-12-01,87.41,229.77,30.98,53.47,38.25,17.42,1.58,7.91,75.32,3.37,11.32,3.68,191,Moderate,4.4,61.9,1.178,4.75,7.93,210.6
Uttarakhand,Nainital,2024-01-01,85.09,134.78,12.05,44.16,57.41,20.99,0.8,30.0,36.6,3.2,11.17,2.49,183,Moderate,3.7,67.6,1.101,5.34,8.29,212.7
Uttarakhand,Nainital,2024-02-01,83.52,176.0,35.73,43.79,44.95,14.17,1.01,18.21,19.78,3.36,10.71,3.81,178,Moderate,6.2,51.0,1.392,4.96,8.39,214.4
Uttarakhand,Nainital,2024-03-01,74.1,128.39,22.31,30.53,26.72,23.44,0.69,15.14,26.79,3.24,9.37,2.8,146,Moderate,5.3,35.0,1.181,4.37,8.03,213.5
Uttarakhand,Nainital,2024-04-01,37.04,49.45,6.44,31.66,20.85,17.66,1.03,14.31,26.65,3.94,3.83,1.76,61,Satisfactory,7.9,46.3,1.225,4.61,8.12,212.5
Uttarakhand,Nainital,2024-05-01,82.71,128.38,23.51,24.78,24.65,10.69,1.78,18.43,16.16,2.73,5.27,3.21,175,Moderate,16.7,29.1,1.067,5.0,8.2,214.4
Uttarakhand,Nainital,2024-06-01,42.53,95.18,15.37,16.18,9.55,5.37,0.53,9.61,20.91,1.14,5.59,2.49,70,Satisfactory,15.6,58.6,1.064,5.28,8.03,213.4
Uttarakhand,Nainital,2024-07-01,20.56,37.31,8.55,13.69,16.22,8.64,1.07,11.92,20.22,2.25,3.27,1.52,34,Good,17.0,75.7,1.238,5.63,7.98,212.7
Uttarakhand,Nainital,2024-08-01,40.39,63.22,9.26,17.56,7.51,6.18,0.91,12.01,13.77,1.5,2.15,0.68,67,Satisfactory,17.7,91.3,1.162,5.67,8.13,212.9
Uttarakhand,Nainital,2024-09-01,16.92,40.09,11.64,13.4,16.88,16.55,0.98,9.8,24.49,1.64,1.9,0.37,28,Good,12.3,79.4,1.005,5.64,8.24,214.0
Uttarakhand,Nainital,2024-10-01,60.99,122.83,11.12,26.48,23.18,12.59,0.5,5.62,36.69,1.64,2.93,3.08,101,Moderate,7.0,62.6,1.398,4.88,8.1,211.7
Uttarakhand,Nainital,2024-11-01,94.67,175.57,35.16,59.49,10.84,22.28,0.83,25.07,42.15,6.32,12.45,1.88,214,Poor,5.1,71.4,1.391,5.4,8.13,213.3
Uttarakhand,Nainital,2024-12-01,117.88,109.87,42.03,42.59,66.41,41.32,1.19,14.89,36.27,5.05,8.76,2.52,293,Poor,2.1,79.7,1.105,5.12,8.34,211.4
Uttarakhand,Nainital,2025-01-01,100.55,147.38,38.28,47.19,44.86,14.56,0.72,22.8,24.89,2.67,10.34,0.65,234,Poor,3.0,53.7,1.445,6.02,8.27,213.6
Uttarakhand,Nainital,2025-02-01,52.06,136.32,6.58,55.05,43.26,20.47,1.49,21.16,36.52,4.55,11.9,1.85,87,Satisfactory,9.2,59.1,1.195,4.58,8.29,215.2
Uttarakhand,Nainital,2025-03-01,58.98,155.21,17.77,38.16,48.77,24.12,1.3,17.84,25.5,3.84,11.2,2.88,98,Satisfactory,8.4,42.1,1.194,5.28,8.46,215.0
Uttarakhand,Nainital,2025-04-01,43.57,128.25,7.71,28.29,19.69,17.38,1.98,12.61,42.75,2.82,3.49,0.67,72,Satisfactory,7.0,31.1,1.103,5.41,8.34,215.0
Uttarakhand,Nainital,2025-05-01,48.04,131.54,25.34,22.85,29.09,29.85,0.72,12.42,50.76,4.85,11.32,3.26,80,Satisfactory,14.4,45.2,1.131,4.62,8.23,214.6
Uttarakhand,Nainital,2025-06-01,37.91,54.58,7.83,23.23,29.84,6.07,0.44,10.98,25.74,2.8,6.03,0.88,63,Satisfactory,17.6,70.4,1.183,4.58,8.24,214.4
Uttarakhand,Nainital,2025-07-01,17.09,87.01,7.07,20.89,17.35,15.07,0.33,8.3,24.93,2.04,4.74,0.29,28,Good,14.0,68.9,1.013,5.98,8.44,215.3
Uttarakhand,Nainital,2025-08-01,31.8,45.23,7.0,25.2,19.37,2.21,0.3,4.28,18.78,1.33,6.34,1.06,52,Satisfactory,11.4,86.8,1.346,4.56,8.28,215.1
Uttarakhand,Nainital,2025-09-01,42.35,37.12,15.05,26.74,22.53,13.37,0.96,5.23,11.81,1.1,3.85,1.81,70,Satisfactory,12.0,83.8,1.369,5.05,8.18,213.8
Uttarakhand,Nainital,2025-10-01,38.15,62.57,11.82,28.43,36.34,14.94,2.02,12.51,15.89,3.69,5.4,1.71,63,Satisfactory,10.5,64.8,1.216,5.01,8.17,215.9
Uttarakhand,Nainital,2025-11-01,101.65,136.54,22.54,49.99,51.81,32.14,1.89,13.54,51.22,3.97,6.11,3.21,237,Poor,3.7,64.0,1.22,5.72,8.4,216.2
Uttarakhand,Nainital,2025-12-01,130.38,118.94,30.04,56.68,67.62,26.36,2.54,17.25,36.41,3.93,5.98,1.9,308,Very Poor,6.2,74.0,1.479,4.49,8.33,215.2
Uttarakhand,Rishikesh,2014-01-01,86.1,127.46,10.22,34.02,37.24,33.76,2.73,11.52,62.07,4.53,13.86,2.59,187,Moderate,4.7,72.8,1.284,4.31,6.59,189.2
Uttarakhand,Rishikesh,2014-02-01,97.86,198.06,15.91,19.09,39.32,17.98,1.16,12.71,43.14,2.13,8.63,2.3,224,Poor,4.5,52.1,1.22,3.0,6.37,189.9
Uttarakhand,Rishikesh,2014-03-01,62.14,73.58,23.57,20.7,35.02,7.32,1.13,9.89,24.55,3.17,3.36,1.91,105,Moderate,5.0,46.0,1.256,2.74,6.46,188.7
Uttarakhand,Rishikesh,2014-04-01,74.33,135.61,15.57,23.14,12.24,9.69,1.83,20.7,46.5,1.82,5.76,0.84,147,Moderate,11.9,30.7,1.474,3.86,6.6,188.3
Uttarakhand,Rishikesh,2014-05-01,75.34,97.31,11.79,34.15,46.35,24.3,1.6,19.45,58.75,2.74,5.58,2.12,150,Moderate,15.4,50.1,1.095,4.8,6.39,189.6
Uttarakhand,Rishikesh,2014-06-01,25.85,63.46,16.03,21.93,12.69,12.79,0.32,7.06,6.28,2.4,3.3,1.21,43,Good,21.5,69.0,1.215,3.67,6.48,190.4
Uttarakhand,Rishikesh,2014-07-01,51.51,78.71,13.92,15.12,13.02,5.7,0.99,6.59,24.22,1.33,3.57,0.85,86,Satisfactory,18.2,82.4,1.453,4.09,6.73,190.8
Uttarakhand,Rishikesh,2014-08-01,16.26,45.87,12.79,11.47,11.77,8.49,0.95,7.26,16.42,0.12,2.15,1.28,27,Good,14.0,79.0,1.397,3.78,6.7,189.8
Uttarakhand,Rishikesh,2014-09-01,54.86,82.05,15.99,11.82,11.17,12.82,1.17,13.17,12.78,1.87,2.94,1.6,91,Satisfactory,13.9,89.0,1.311,3.9,6.49,188.7
Uttarakhand,Rishikesh,2014-10-01,68.5,123.94,9.43,30.44,20.56,23.91,1.59,10.0,26.71,3.45,4.73,0.95,127,Moderate,7.1,65.6,1.234,4.19,6.47,189.5
Uttarakhand,Rishikesh,2014-11-01,51.41,215.3,8.8,56.39,39.45,25.19,2.15,16.45,66.63,4.35,7.61,3.39,85,Satisfactory,7.1,68.8,1.214,4.4,6.27,190.6
Uttarakhand,Rishikesh,2014-12-01,60.57,224.48,28.7,45.18,60.44,14.04,2.28,11.29,25.83,5.89,11.6,4.49,100,Satisfactory,3.6,75.0,1.235,4.29,6.61,189.6
Uttarakhand,Rishikesh,2015-01-01,64.77,179.76,35.13,52.61,24.99,36.62,2.06,18.38,58.38,5.61,13.92,2.37,114,Moderate,5.4,67.5,1.281,3.97,6.5,191.7
Uttarakhand,Rishikesh,2015-02-01,88.51,106.57,31.07,51.93,36.56,25.58,2.27,22.55,17.85,3.52,10.05,1.78,195,Moderate,7.4,41.2,1.648,3.74,6.52,193.9
Uttarakhand,Rishikesh,2015-03-01,81.03,89.12,18.39,21.99,36.34,20.65,1.72,5.46,46.57,2.6,9.09,2.8,169,Moderate,12.3,64.4,1.407,4.04,6.65,191.2
Uttarakhand,Rishikesh,2015-04-01,33.67,53.66,14.4,33.3,39.52,25.39,1.73,5.94,41.25,3.78,5.97,1.36,56,Satisfactory,11.8,28.3,1.414,4.7,6.86,192.6
Uttarakhand,Rishikesh,2015-05-01,68.15,135.62,7.96,32.36,18.2,25.3,1.44,14.38,34.24,1.7,2.43,3.23,125,Moderate,9.7,32.4,1.412,3.51,6.66,193.9
Uttarakhand,Rishikesh,2015-06-01,53.28,103.24,7.02,13.92,25.82,6.93,0.43,8.0,8.28,3.12,4.52,0.6,89,Satisfactory,13.4,56.1,1.331,3.85,6.6,192.7
Uttarakhand,Rishikesh,2015-07-01,16.72,90.16,13.78,14.15,17.13,4.75,0.84,8.5,19.07,1.93,1.54,1.67,28,Good,19.4,89.2,1.339,3.88,6.56,193.1
Uttarakhand,Rishikesh,2015-08-01,32.46,83.22,10.1,6.21,11.64,16.77,0.76,5.78,21.87,1.13,4.53,1.53,53,Satisfactory,19.9,88.0,1.579,4.09,6.92,194.0
Uttarakhand,Rishikesh,2015-09-01,25.97,44.09,12.8,15.42,24.85,19.15,1.38,11.72,11.1,1.98,3.52,0.62,43,Good,15.5,73.4,1.159,4.86,6.54,190.9
Uttarakhand,Rishikesh,2015-10-01,34.24,104.47,18.76,35.74,17.77,7.75,0.87,16.81,30.07,1.43,7.14,1.38,56,Satisfactory,8.5,62.0,1.202,4.09,6.83,192.8
Uttarakhand,Rishikesh,2015-11-01,64.61,122.74,37.76,26.2,24.88,13.62,0.74,8.41,59.75,2.68,13.56,3.04,113,Moderate,3.0,53.3,1.679,4.07,6.68,193.4
Uttarakhand,Rishikesh,2015-12-01,69.44,91.25,14.0,60.95,53.0,23.47,1.39,12.18,55.31,3.17,7.69,1.25,130,Moderate,2.8,70.6,1.281,4.67,6.53,190.3
Uttarakhand,Rishikesh,2016-01-01,80.49,208.55,14.96,56.55,21.88,11.4,2.41,21.72,61.66,5.56,10.13,2.07,168,Moderate,4.0,55.9,1.535,4.66,6.78,193.5
Uttarakhand,Rishikesh,2016-02-01,55.64,86.8,14.77,43.73,42.3,20.66,2.19,14.68,16.32,3.24,5.46,2.12,93,Satisfactory,7.8,50.3,1.64,4.29,6.64,195.0
Uttarakhand,Rishikesh,2016-03-01,61.94,166.03,14.76,22.14,7.38,5.08,1.99,9.89,17.26,2.75,3.75,2.52,104,Moderate,10.4,45.9,1.445,4.85,6.81,194.8
Uttarakhand,Rishikesh,2016-04-01,44.55,80.46,23.38,22.4,23.7,20.48,0.74,13.06,31.55,2.87,6.79,0.93,74,Satisfactory,12.5,39.3,1.517,4.22,6.81,194.9
Uttarakhand,Rishikesh,2016-05-01,64.49,76.0,9.6,19.18,36.37,23.86,1.35,18.71,59.35,2.75,6.72,1.05,113,Moderate,5.8,49.6,1.27,4.08,6.81,194.8
Uttarakhand,Rishikesh,2016-06-01,65.42,100.5,3.14,11.13,12.29,12.98,0.59,2.98,12.16,0.85,5.81,1.96,116,Moderate,14.1,57.1,1.191,3.77,6.89,195.7
Uttarakhand,Rishikesh,2016-07-01,36.38,46.28,4.54,11.85,21.43,4.8,0.74,8.86,10.68,2.29,2.58,1.23,60,Satisfactory,17.6,78.5,1.485,3.8,6.77,195.5
Uttarakhand,Rishikesh,2016-08-01,31.65,73.77,10.09,16.84,25.37,4.58,1.28,5.21,18.99,1.13,2.86,1.07,52,Satisfactory,9.7,85.4,1.386,3.5,6.73,195.0
Uttarakhand,Rishikesh,2016-09-01,41.55,63.78,5.72,10.23,18.42,11.0,0.73,12.85,13.31,2.56,2.6,1.74,69,Satisfactory,13.1,72.4,1.215,5.09,6.78,194.5
Uttarakhand,Rishikesh,2016-10-01,51.78,147.55,18.66,33.69,32.95,25.92,1.23,17.95,42.39,2.94,2.67,1.45,86,Satisfactory,6.8,80.4,1.19,3.8,6.86,193.0
Uttarakhand,Rishikesh,2016-11-01,88.36,140.26,25.21,48.75,26.31,17.68,2.76,7.72,38.26,4.08,5.41,2.41,194,Moderate,6.5,74.0,1.063,4.08,6.8,194.1
Uttarakhand,Rishikesh,2016-12-01,71.61,125.7,16.63,41.74,56.95,15.29,1.84,16.85,45.08,5.31,8.14,2.93,137,Moderate,5.8,60.2,1.098,3.87,6.84,194.3
Uttarakhand,Rishikesh,2017-01-01,31.78,176.31,30.51,51.12,44.17,4.97,1.68,15.05,35.94,5.18,13.96,3.63,52,Satisfactory,4.3,65.4,1.256,4.16,7.11,195.8
Uttarakhand,Rishikesh,2017-02-01,42.05,114.77,31.98,35.39,25.64,20.65,1.33,22.63,49.65,2.21,7.24,3.79,70,Satisfactory,7.7,46.6,1.383,4.34,6.8,198.0
Uttarakhand,Rishikesh,2017-03-01,56.27,142.98,16.43,21.11,36.89,15.37,1.49,16.44,38.25,3.68,9.86,1.75,94,Satisfactory,6.5,39.4,1.412,3.73,6.77,196.2
Uttarakhand,Rishikesh,2017-04-01,76.66,88.56,21.85,34.4,16.8,17.27,1.59,9.69,39.28,3.34,3.04,0.96,154,Moderate,14.1,33.3,1.348,4.2,7.15,197.2
Uttarakhand,Rishikesh,2017-05-01,92.85,98.15,20.67,42.99,24.89,13.01,2.15,16.05,68.06,3.56,10.95,2.54,207,Poor,14.3,51.1,1.129,4.33,7.03,195.9
Uttarakhand,Rishikesh,2017-06-01,55.42,85.73,18.18,27.37,14.16,9.01,1.46,4.51,27.72,1.69,4.63,1.12,92,Satisfactory,12.6,59.5,1.45,3.81,6.86,196.3
Uttarakhand,Rishikesh,2017-07-01,28.49,41.35,11.61,15.52,15.35,15.63,1.14,7.67,14.67,1.51,5.92,1.48,47,Good,18.0,71.0,1.318,4.76,6.89,196.8
Uttarakhand,Rishikesh,2017-08-01,28.84,73.84,13.18,10.1,7.12,5.86,0.36,8.55,21.6,2.01,3.82,0.65,48,Good,17.7,86.0,1.251,4.07,7.04,195.4
Uttarakhand,Rishikesh,2017-09-01,40.22,63.48,5.24,15.53,8.11,11.47,0.63,11.91,22.27,2.45,3.07,0.85,67,Satisfactory,17.0,83.1,1.53,4.23,7.13,197.0
Uttarakhand,Rishikesh,2017-10-01,79.68,125.55,15.97,24.97,21.8,15.76,1.52,15.82,15.83,2.83,2.24,1.41,165,Moderate,7.3,67.8,1.665,4.14,6.95,196.4
Uttarakhand,Rishikesh,2017-11-01,114.68,161.24,29.52,37.82,34.55,20.72,1.67,16.32,58.53,4.95,13.99,2.63,282,Poor,4.6,51.3,1.254,3.39,7.17,197.0
Uttarakhand,Rishikesh,2017-12-01,98.36,182.67,37.43,66.25,30.58,14.97,1.59,9.69,39.94,2.25,10.82,3.23,226,Poor,4.0,58.5,1.323,5.22,6.93,196.4
Uttarakhand,Rishikesh,2018-01-01,52.63,85.77,9.59,62.25,25.54,32.34,1.87,14.05,34.02,4.99,14.7,3.41,88,Satisfactory,6.6,63.9,1.549,4.85,7.36,199.9
Uttarakhand,Rishikesh,2018-02-01,45.68,151.45,28.23,25.91,46.38,25.22,1.96,8.2,60.09,4.82,11.26,3.89,76,Satisfactory,5.4,61.2,1.332,4.72,7.38,199.9
Uttarakhand,Rishikesh,2018-03-01,69.84,175.0,19.57,37.32,10.89,25.3,0.88,7.51,34.08,4.2,8.3,1.76,131,Moderate,5.7,48.8,1.566,4.33,7.09,199.7
Uttarakhand,Rishikesh,2018-04-01,49.74,149.42,9.13,39.31,35.98,18.54,1.2,11.08,45.53,3.76,8.87,1.06,83,Satisfactory,10.3,25.7,1.067,4.46,7.35,199.6
Uttarakhand,Rishikesh,2018-05-01,42.4,118.96,21.44,35.27,38.06,14.84,1.51,14.92,53.47,1.47,11.5,2.14,70,Satisfactory,14.3,42.5,1.185,3.78,7.27,199.7
Uttarakhand,Rishikesh,2018-06-01,25.12,35.75,11.58,13.09,9.75,17.91,0.2,16.03,11.74,1.25,7.13,0.53,42,Good,8.9,85.1,1.204,4.08,7.28,199.9
Uttarakhand,Rishikesh,2018-07-01,40.39,56.13,7.08,18.91,16.6,13.26,0.93,7.87,10.52,2.33,2.79,1.26,67,Satisfactory,21.7,85.5,0.994,4.18,7.12,199.1
Uttarakhand,Rishikesh,2018-08-01,41.57,85.83,9.77,3.08,20.75,10.72,1.13,10.76,27.98,0.44,2.04,0.64,69,Satisfactory,15.1,73.3,1.04,3.59,7.11,198.1
Uttarakhand,Rishikesh,2018-09-01,26.09,96.49,3.11,18.69,8.34,15.76,1.01,10.24,8.44,1.51,4.95,0.32,43,Good,9.2,81.9,1.44,4.6,7.13,200.1
Uttarakhand,Rishikesh,2018-10-01,73.52,121.7,22.36,28.69,15.08,19.86,1.72,9.37,19.95,1.07,6.59,1.13,144,Moderate,12.3,62.5,1.283,3.52,7.34,199.4
Uttarakhand,Rishikesh,2018-11-01,88.44,91.38,20.32,14.53,58.29,10.51,2.62,15.93,21.49,3.89,14.54,3.84,195,Moderate,5.2,53.1,1.19,5.69,6.86,199.1
Uttarakhand,Rishikesh,2018-12-01,117.87,241.3,16.2,60.84,38.14,21.14,2.15,29.66,23.6,1.53,15.9,1.82,293,Poor,5.9,79.1,1.219,4.31,6.92,198.5
Uttarakhand,Rishikesh,2019-01-01,75.53,81.77,19.17,52.5,45.52,35.22,2.74,13.43,37.36,2.1,5.8,4.05,151,Moderate,5.3,65.6,1.431,3.95,7.52,200.7
Uttarakhand,Rishikesh,2019-02-01,57.41,113.32,22.22,43.04,44.4,27.22,2.25,11.65,27.78,3.64,8.37,1.62,96,Satisfactory,6.9,38.8,1.297,4.16,7.18,201.6
Uttarakhand,Rishikesh,2019-03-01,81.44,105.78,16.24,29.89,33.81,6.25,1.94,8.67,26.44,4.6,3.5,3.43,171,Moderate,5.1,47.6,1.383,4.71,7.44,202.5
Uttarakhand,Rishikesh,2019-04-01,61.25,132.2,7.12,20.9,38.02,9.12,1.87,18.53,32.12,1.67,5.59,1.13,102,Moderate,7.4,44.9,1.312,3.72,7.53,200.8
Uttarakhand,Rishikesh,2019-05-01,43.48,148.5,14.25,21.48,39.24,23.91,1.23,13.1,60.81,2.11,3.97,0.96,72,Satisfactory,12.3,41.6,1.119,3.84,7.22,202.0
Uttarakhand,Rishikesh,2019-06-01,50.94,57.18,14.74,23.16,30.52,7.49,0.36,13.53,16.71,2.4,1.24,1.17,85,Satisfactory,15.7,71.3,1.278,5.16,7.28,202.1
Uttarakhand,Rishikesh,2019-07-01,32.42,50.01,8.66,8.53,22.4,11.65,1.04,13.99,33.08,1.01,5.36,1.28,53,Satisfactory,18.5,91.3,1.107,5.47,7.24,200.4
Uttarakhand,Rishikesh,2019-08-01,30.84,99.99,10.73,20.2,10.69,3.05,1.33,4.67,16.4,1.82,5.7,1.16,51,Satisfactory,18.7,84.1,1.209,4.72,7.34,201.4
Uttarakhand,Rishikesh,2019-09-01,18.37,59.45,13.9,28.25,14.74,5.07,1.18,12.27,26.22,2.92,1.64,1.36,31,Good,7.4,92.0,1.016,5.37,7.41,202.3
Uttarakhand,Rishikesh,2019-10-01,61.69,78.95,12.8,35.35,32.69,10.83,1.88,17.11,21.63,1.69,3.05,1.18,103,Moderate,6.4,80.2,1.283,5.12,7.48,202.4
Uttarakhand,Rishikesh,2019-11-01,123.43,129.48,26.87,44.9,16.45,12.49,0.74,11.28,20.64,5.24,6.7,1.54,303,Very Poor,8.0,61.9,1.269,4.08,7.43,200.5
Uttarakhand,Rishikesh,2019-12-01,127.78,200.9,22.01,64.06,50.52,39.32,1.42,20.54,57.32,4.86,3.87,3.15,306,Very Poor,5.4,58.8,1.237,4.26,7.32,201.3
Uttarakhand,Rishikesh,2020-01-01,107.58,191.18,34.98,58.29,55.5,18.23,1.13,19.43,46.19,1.66,3.73,1.04,258,Poor,3.3,57.7,1.312,5.02,7.33,202.4
Uttarakhand,Rishikesh,2020-02-01,73.43,179.31,22.42,24.95,40.17,18.62,2.57,25.29,32.05,3.5,3.58,1.64,143,Moderate,4.8,40.4,1.33,4.95,7.26,203.4
Uttarakhand,Rishikesh,2020-03-01,28.31,57.96,4.86,9.89,18.92,14.37,0.43,6.41,22.62,1.45,1.71,0.83,47,Good,8.2,37.3,1.218,4.78,7.46,204.9
Uttarakhand,Rishikesh,2020-04-01,28.29,16.2,2.07,8.69,6.95,7.45,0.29,1.6,8.58,1.13,1.29,0.39,47,Good,7.8,26.4,1.441,4.68,7.61,202.8
